"","UNIT_NAME","UNIT_TYPE","PARKNAME","pPolyID","placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude"
"718","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-xsq-nwk","sg:59ffd7ae30a0495c822243001b7d48fd","","","Laurance S Rockfeller Preserve","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,43.626301,-110.775222
"719","Bryce Canyon National Park","National Park","Bryce Canyon",1,"zzy-222@5yy-84x-whq","sg:357f6f8ed5434c39b4b1c2fa13c8b57c","","","UpTop Dining","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,37.628211,-112.167291
"720","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-688-jy9","sg:9dba7ddd76a748cfb99c6bf265c63c4d","","","Marys Lake","","","Electric Power Generation, Transmission and Distribution","Fossil Fuel Electric Power Generation",221112,40.366203,-105.56079
"721","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-hqc-4vz","sg:f28202ebfc644f919605c83444b341e0","","","Sutton McGhee Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.598697,-83.100713
"722","Mesa Verde National Park","National Park","Mesa Verde",47,"zzy-224@5qf-fpy-zxq","sg:28b4fac615464e2cbf366e0e8170a6f5","","","Mesa Verde National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.184562,-108.488282
"723","Sequoia National Park","National Park","Sequoia",3,"zzw-223@5z7-hgf-fs5","sg:c5f0816b5e7f4d34ba216f99b9c06d46","","","Potwisha Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,36.490659,-118.825524
"724","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-223@8g9-n99-5mk","sg:4f495e23a2134181aff113df7634a5f0","","","Queen Lower Indian Creek Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.499107,-83.400727
"725","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-66h-cbk","sg:ff7040f067754b8a95b184aaaf6f39b4","","","Twin Sisters Trail","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,40.313799,-105.535375
"726","Grand Teton National Park","National Park","Grand Teton",25,"222-222@5qp-xzs-zpv","sg:9dc7b5488f484f02b6f3af8bc6248945","","","United States Postal Service (USPS)","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","Postal Service","Postal Service",491110,43.841329,-110.508049
"727","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-52z-tsq","sg:dfd7214a35654ed7bbb0c679327f4a68","","","Rio Grande Village Visitor's Center","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,29.185262,-102.96213
"728","Yellowstone National Park","National Park","Yellowstone",2,"zzy-22f@5wg-k4r-yn5","sg:107ff7b3b61749a5b29e0e71cd620d41","","","Bike Rentals at old Faithful Snow Lodge","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.555049,-110.395735
"729","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-my4-6zf","sg:a32961f2f7ca4badbdae557800c3065f","","","Tuckaleechee Primitive Baptist Church Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.601964,-83.813703
"730","Hot Springs National Park","National Park","Hot Springs",45,"223-223@8f2-2v7-3t9","sg:59ec176372ab42519cce2fd5f4f78dbe","zzz-222@8f2-2v3-nh5","sg:1aa5b03e956c4236bffee3e5d01f5153","Park Hotel","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,34.517821,-93.051396
"731","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-8t9-q75","sg:914dbef49f134d9f9346fa4ccc1eee30","","","Gaskill Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,40.329425,-105.866109
"732","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-225@5yz-ftm-kj9","sg:ce9cd67da5ae44beacbd2ef739934f17","zzy-224@5yz-ftm-kj9","sg:80f1f8ed306a4fe0b7abaf4592aac91d","Grand Canyon South Rim Transit","","","Urban Transit Systems","Bus and Other Motor Vehicle Transit Systems",485113,36.059124,-112.109288
"733","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5yx-hp2-5mk","sg:b0145143cf604bf7b5a0eb631ac60789","","","Tuolumne Meadows Store","","","Grocery Stores","Supermarkets and Other Grocery (except Convenience) Stores",445110,37.873554,-119.35716
"734","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fth-8jv","sg:e61c404c4f964660a693bbecc477c6e2","","","Canyon Village Marketplace & Deli","","","Grocery Stores","Supermarkets and Other Grocery (except Convenience) Stores",445110,36.053101,-112.120938
"735","Mount Rainier National Park","National Park","Mount Rainier",14,"zzy-222@5x3-x2j-cbk","sg:f2e6a4d3e01b49709507679ec72404b2","","","Cougar Rock Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,46.767327,-121.794285
"736","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wf-jgj-sqz","sg:695347524da04b02917d8d3ff77c5533","","","Yellowstone General Store","","","Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,44.975541,-110.703424
"737","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzy-222@63v-cnv-py9","sg:488ce7ce36204a9084edc60f5d9e0142","zzz-222@63v-cns-cnq","sg:3916d65e7fa4422d86cc2703ab9c4797","Blue Hen Falls","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,41.25839,-81.572905
"738","Redwood National Park","National Park","Redwood",37,"zzy-222@5v8-p2z-vxq","sg:d9024afec2754cc99b4b6444f81e985e","","","Prairie Creek Redwoods State Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.403412,-124.029878
"739","Yosemite National Park","National Park","Yosemite",15,"zzy-224@5z7-rjk-xqz","sg:39daa3ad46a54b77982b2d0fbd8025c6","","","Yosemite Pioneer Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.748753,-119.588798
"740","Grand Teton National Park","National Park","Grand Teton",25,"zzw-222@5qp-xrm-v75","sg:c1e14517e95a48378ef52188b5efe7f9","","","Chapel Of The Sacred Heart","","","Religious Organizations","Religious Organizations",813110,43.660131,-110.715365
"741","Yosemite National Park","National Park","Yosemite",15,"zzw-222@5z7-rtb-sdv","sg:3f27f6377a1f40f2bd84efd875481c95","","","Big Trees Lodge Golf Course","","","Other Amusement and Recreation Industries","Golf Courses and Country Clubs",713910,37.535732,-119.658367
"742","Yosemite National Park","National Park","Yosemite",15,"zzy-223@5z7-rjk-nwk","sg:af733d187dc44a8595e24437b2bbc0cf","","","Village Grill","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,37.743881,-119.598559
"743","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fx9-kzz","sg:0045173967bd441784f467c013ac8041","","","Spruce Flats Falls","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,35.634343,-83.682948
"744","Zion National Park","National Park","Zion",21,"zzy-222@5yy-mvh-8qf","sg:e790cf4e24064935a0042e8d0d356e90","","","Kolob Canyons","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.422607,-113.153672
"745","Yosemite National Park","National Park","Yosemite",15,"zzy-225@5z7-rjk-z75","sg:e9472400b5744f16addd9f22013c923e","","","Amtrak","SG_BRAND_8600ba93ae70c64076266f8c3f3aec18","Amtrak","Rail Transportation","Line-Haul Railroads",482111,37.748836,-119.58723
"746","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-bfz-swk","sg:b4ef21d53f8f4d15a12ade7fc2f72f82","","","Grand Canyon North Rim","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,36.199089,-112.052682
"747","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fv3-wp9","sg:b836995dd8344b1992889ad00c7374b0","","","Powell Point","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,36.073214,-112.151211
"748","Yosemite National Park","National Park","Yosemite",15,"222-222@5z7-rjk-kj9","sg:793c7e2ef4654376b39d6a552ca8ba27","","","United States Postal Service (USPS)","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","Postal Service","Postal Service",491110,37.744753,-119.597877
"749","Zion National Park","National Park","Zion",21,"222-223@5yy-b72-gkz","sg:8d5bd790cc9245099545768a3b39581d","222-222@5yy-b72-gkz","sg:e92dca1b39154268aad4692b89b0d69d","Red Rock Grill","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,37.199979,-112.987096
"750","Olympic National Park","National Park","Olympic",36,"zzw-222@5ww-s49-y5f","sg:2201ddc7b323442dac297b12f16fd8fd","","","Ozette Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,48.153005,-124.666981
"751","Olympic National Park","National Park","Olympic",36,"zzy-222@5ww-ttg-47q","sg:d1ed38aa49ea463ab8575a5f357b4980","","","Free Methodist Church","","","Religious Organizations","Religious Organizations",813110,47.950596,-123.345584
"752","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-4vr-dsq","sg:8ee13ff04ea340c2afec55c677de1e07","","","Chisos Basin Visitor Center","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,29.270409,-103.300412
"753","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"224-222@63v-c7g-m8v","sg:3309f37049b64fd89813d0f2bd9a48c2","","","Church In The Valley","","","Religious Organizations","Religious Organizations",813110,41.20481,-81.576193
"754","Carlsbad Caverns National Park","National Park","Carlsbad Caverns",20,"222-224@8tk-g49-kfz","sg:ad66ea1a546e490f934c7442faba84e2","","","Carlsbad Caverns Bat Flight Program","","","Offices of Other Health Practitioners","Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,32.175461,-104.444229
"755","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yv-6m4-8vz","sg:650ffbec17754d4d878464fe694799b6","","","Death Valley Elementary","","","Elementary and Secondary Schools","Elementary and Secondary Schools",611110,36.504535,-116.869773
"756","Bryce Canyon National Park","National Park","Bryce Canyon",1,"zzy-222@5yy-84x-qs5","sg:fcb9a58fa03b4b6c8a3afa601b3c932b","","","Bryce Canyon Airport","","","Automotive Repair and Maintenance","General Automotive Repair",811111,37.622675,-112.166034
"757","Death Valley National Park","National Park","Death Valley",43,"222-222@5yv-4yk-jgk","sg:f0ace28541c249b2a1aa438e33c0ac4b","zzy-222@5yv-4yk-jgk","sg:67d355ccc65348848d564a39a57d9051","Death Valley Auto","","","Automotive Repair and Maintenance","General Automotive Repair",811111,36.46008,-116.865882
"758","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yv-4yc-tgk","sg:4d825c8dc54d4990b492b2b5a509268c","","","Furnace Creek Airport","","","Support Activities for Air Transportation","Other Airport Operations",488119,36.463125,-116.88011
"759","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rpk-dgk","sg:6dd0f5c4805b4d2a8766ed31d5374fd7","","","Big Trees Gift Shop","","","Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,37.506923,-119.631794
"760","Yellowstone National Park","National Park","Yellowstone",2,"zzy-22h@5wg-k4r-yn5","sg:549b0e47b0394c90a16750f0a518ca5a","","","Lake Lodge Cafeteria","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.555066,-110.395793
"761","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-223@5yz-fth-3h5","sg:c179adb7d657444ebb57628576104e8c","","","Hopi House","","","Book Stores and News Dealers","Book Stores",451211,36.056943,-112.140657
"762","Lassen Volcanic National Park","National Park","Lassen Volcanic",13,"zzy-222@5v6-nnn-zj9","sg:d262bac3d36e47ee9773e181a67b98f9","","","Chaos Crags and Crags Lake Hike","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,40.436936,-121.532519
"763","Indiana Dunes National Park","National Park","Indiana Dunes",44,"zzw-222@5pw-5tc-rp9","sg:3d418b23d3984153bb5f4e1aa32cf343","","","Beverly Shores Museum And Art Gallery","","","Museums, Historical Sites, and Similar Institutions","Museums",712110,41.673329,-86.985642
"764","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-f8n-xyv","sg:f78c377fec524812a1021816a4c02211","","","Carr Branch Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.707076,-83.463526
"765","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-224@5yz-fth-68v","sg:d4a12d082c6e4e3697603cf5d2e64281","","","Park Headquarters","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.054985,-112.122341
"766","Grand Canyon National Park","National Park","Grand Canyon",30,"224-225@5yz-fth-qfz","sg:feec24dba0634c7e865f2d9964101405","","","Amtrak","SG_BRAND_8600ba93ae70c64076266f8c3f3aec18","Amtrak","Rail Transportation","Line-Haul Railroads",482111,36.053669,-112.144182
"767","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzy-222@63v-c83-qmk","sg:d353899d142e44b5b493f17cf89c3a14","","","Northampton Center Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,41.165619,-81.541805
"768","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-r6t-6rk","sg:72ba574437254da1aaa6ffa7ff31f856","","","Yosemite Badger Pass","","","Other Amusement and Recreation Industries","Skiing Facilities",713920,37.656397,-119.660298
"769","Petrified Forest National Park","National Park","Petrified Forest",35,"zzy-222@8tg-4b5-zfz","sg:105678cf62c742ce857b676c1f94279d","","","Blue Mesa Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,34.93944,-109.756203
"770","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rj2-xbk","sg:da3e5682e4894163ae100d4dad32f2d2","zzy-223@5z7-rj2-xbk","sg:b86abef6e17e47fa9e687af9f07b0d3b","Olmsted Point","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.810723,-119.485158
"771","Death Valley National Park","National Park","Death Valley",43,"zzy-223@5yv-4yd-6kz","sg:08c301cab21c47408d7b95f72e6b76f1","","","Dante's View","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.461753,-116.866611
"772","Grand Teton National Park","National Park","Grand Teton",25,"zzw-222@5qp-y2m-vcq","sg:16aac77ccca54e0684f94892ddec3874","","","Jackson Hole Fire And Emergency Medical Services Station 4 Moran","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,43.843312,-110.51111
"773","Grand Teton National Park","National Park","Grand Teton",25,"222-222@5qp-xs7-f9f","sg:fa442487084547d59610a4200335a600","","","Dornan's Chuckwagon","","","Traveler Accommodation","Casino Hotels",721120,43.656924,-110.710769
"774","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-f9d-7wk","sg:8aa6018e62f843aa9db835e5a167a9d9","","","Ownby Ephraim McCarter Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.715588,-83.416024
"775","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fvm-7nq","sg:bf3695d1e79e47b89cb1584154a3ac50","","","The Sinks","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,35.669191,-83.66238
"776","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-my5-3yv","sg:1ba3039833494c8087feb39acbe7e928","222-222@8g9-my5-3yv","sg:ec4dd9e36294424aa42ec58870cc17e2","Cades Cove Campground Store","","","Restaurants and Other Eating Places","Snack and Nonalcoholic Beverage Bars",722515,35.603583,-83.776135
"777","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-4g8-yy9","sg:094a391bc2cc4a70b53757d84b3c1049","","","Lost Mines Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,29.327839,-103.205912
"778","Carlsbad Caverns National Park","National Park","Carlsbad Caverns",20,"zzw-222@8tk-gjp-z2k","sg:77e644f119314b5ab5fa5aa330bc1cd3","","","Rattlesnake Springs Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,32.111385,-104.465612
"779","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-223@8g9-fws-8qf","sg:06eb91af1ea84e75b42d89bef3516bce","","","I N Trentham Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.652279,-83.582847
"780","Sequoia National Park","National Park","Sequoia",3,"zzy-222@5z7-k3y-v4v","sg:3dc0804b12e13a3f94b13aea6e789a0a","","","Hanging Rock","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,36.549015,-118.770679
"781","Redwood National Park","National Park","Redwood",37,"zzy-222@5v8-pxb-h89","sg:03074b8ab78444d6b2d5cd5ee483a6ec","","","Yurok Loop Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.594579,-124.099801
"782","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rs8-xwk","sg:080ea24c77414329800781c5f7d8ff6f","","","Yosemite Valley Tunnel View","","","Lawn and Garden Equipment and Supplies Stores","Nursery, Garden Center, and Farm Supply Stores",444220,37.615165,-119.686847
"783","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fb9-jjv","sg:f3585c2c6d0846b6a60a2f264ed03f68","","","Alum Cave Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,35.688011,-83.535033
"784","Yellowstone National Park","National Park","Yellowstone",2,"zzy-223@5wg-k4r-yn5","sg:5cabac98bfb44e0db6fbb92687621bf9","zzy-22h@5wg-k4r-yn5","sg:549b0e47b0394c90a16750f0a518ca5a","Grant Village Lake House Restaurant","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,44.555034,-110.395726
"785","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-h97-z2k","sg:41b9069ffe444a5bb11f2dce9e12890b","","","Hannah Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.674031,-83.094649
"786","Olympic National Park","National Park","Olympic",36,"zzw-222@5ww-s5z-r8v","sg:f6d626f731b94e9eb1b406dc9aec4784","","","Yellow Banks","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,48.095717,-124.688033
"787","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"223-222@63v-cr6-8gk","sg:aa493f052044409687fbb80845986860","","","Park Place Frozen Custard","","","Restaurants and Other Eating Places","Snack and Nonalcoholic Beverage Bars",722515,41.372991,-81.579755
"788","Bryce Canyon National Park","National Park","Bryce Canyon",1,"zzy-223@5yy-84r-h89","sg:1e1dcce1478048cbb87a33bac918ddbe","","","North Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,37.635221,-112.166921
"789","Redwood National Park","National Park","Redwood",37,"zzz-222@5v8-p2v-p35","sg:0de2d93809a54816a531748e5b835816","","","Gold Bluffs Beach","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.396862,-124.068536
"790","Pinnacles National Park","National Park","Pinnacles",12,"222-223@5z7-49f-t9z","sg:3601a7ab1c844809b790f62e9102151c","","","Pinnacles National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.493729,-121.146422
"791","Olympic National Park","National Park","Olympic",36,"222-222@5ww-tvn-ysq","sg:3cd868b588ea499c82f9be88585ac69a","","","Olympic National Park Visitor Center","","","Individual and Family Services","Services for the Elderly and Persons with Disabilities",624120,47.969146,-123.498574
"792","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-hbn-vfz","sg:ee3eaf4efb364f3286ddd5f30cce2dd9","","","Haner Fish Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.779115,-83.134091
"793","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-ky6-dqf","sg:f6bdbeda258c4f32987ebcd84041e5c0","","","Yellowstone General Stores","","","Grocery Stores","Convenience Stores",445120,44.734718,-110.491917
"794","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-ftc-4y9","sg:19c7056807b34c6bb7045e3a49bd9504","","","Hermits Rest Snack Bar","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,36.06208,-112.211163
"795","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-226@8g9-hdp-pjv","sg:9adbf2fe0d104e4c8dfd1c6702c34801","","","McGaha Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.777897,-83.211001
"796","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yv-3mw-dd9","sg:2bf85cfa586042febbc4fd8ccb9e97f7","","","Telescope Peak","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.230023,-117.068341
"797","Olympic National Park","National Park","Olympic",36,"zzy-222@5ww-wdb-kfz","sg:ab3cc27c813d4543a7234aad5f7c0d9b","","","Ruby Beach","","","Spectator Sports","Sports Teams and Clubs",711211,47.70738,-124.414123
"798","Yellowstone National Park","National Park","Yellowstone",2,"zzw-222@5wg-hqb-fj9","sg:63590f2f4b3c451b8ff509c7aceeb4b3","","","Firehole Lake Drive","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,44.4165,-110.571901
"799","Redwood National Park","National Park","Redwood",37,"zzz-222@5v8-pfr-y7q","sg:5813f1b92c0940a09e96dcc311107b9c","","","Crescent Beach","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.707079,-124.143302
"800","Mount Rainier National Park","National Park","Mount Rainier",14,"zzy-222@5x3-wmb-cqz","sg:6235b8f0605848e3a992db04977c042d","","","Henry M Jackson Memorial Visitor Center","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,46.785877,-121.736798
"801","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yv-4yd-75z","sg:05e06db7963b4485a1acd59131a3c837","","","Lobby Bar","","","Drinking Places (Alcoholic Beverages)","Drinking Places (Alcoholic Beverages)",722410,36.46318,-116.868787
"802","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-h94-cdv","sg:892dea13e47c4bf39b06387c2bc63b19","","","Carson Messer Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.604234,-83.095487
"803","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fy6-xdv","sg:b3b231e89b724504a9744a3175ec8aed","","","Meigs Mountain Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.643117,-83.636723
"804","Grand Teton National Park","National Park","Grand Teton",25,"zzy-225@5qp-ybh-9xq","sg:d295928a940a47a38ec4407e94a34217","","","Jackson Lake Boat Rentals","","","Other Motor Vehicle Dealers","Boat Dealers",441222,43.84336,-110.611382
"805","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fkr-v75","sg:a8e056163a11463388cbd9c4f8787c92","","","Price Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.738293,-83.410242
"806","Yosemite National Park","National Park","Yosemite",15,"zzy-223@5z7-rmr-xnq","sg:f34b7522296843de8481e2846fff0167","","","Yosemite Wawona Elementary Charter","","","Elementary and Secondary Schools","Elementary and Secondary Schools",611110,37.544867,-119.648063
"807","Petrified Forest National Park","National Park","Petrified Forest",35,"zzy-222@8tg-9jf-jjv","sg:9c306b68948f48b19af9037d73b0b4a6","","","Rainbow Forest Museum And Visitor Center","","","Museums, Historical Sites, and Similar Institutions","Museums",712110,34.815176,-109.865799
"808","Shenandoah National Park","National Park","Shenandoah",38,"222-222@63r-p6q-8gk","sg:0a288fb608324659866a2cfd9c46f751","222-223@63r-p6q-8gk","sg:7211c63164e74544991bc2e2c9f9924b","Western Union","SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3","Western Union","Activities Related to Credit Intermediation","Other Activities Related to Credit Intermediation",522390,38.909352,-78.197704
"809","Death Valley National Park","National Park","Death Valley",43,"zzw-222@5yv-5vb-c3q","sg:3529035ae9bc451ca0947cd849efb400","","","Stovepipe Wells Gas Station","","","Gasoline Stations","Gasoline Stations with Convenience Stores",447110,36.607066,-117.146509
"810","Black Canyon of the Gunnison National Park","National Park","Black Canyon of the Gunnison",27,"zzy-222@5qg-2rq-jd9","sg:9a7e518dd0804685a80dd2e37c79bdca","","","North Rim Ranger Station","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,38.58702,-107.704875
"811","Yellowstone National Park","National Park","Yellowstone",2,"zzy-227@5wg-k4r-yn5","sg:e9c5743c5b124c8abc11871fc49d5f29","","","Canyon Lodge Deli","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.555028,-110.395751
"812","Grand Canyon National Park","National Park","Grand Canyon",30,"222-222@5yz-fth-9pv","sg:85fd7b103ddd467a969ef86b5ec3d69a","","","Desert View Market & Deli","","","Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,36.054164,-112.119873
"813","Capitol Reef National Park","National Park","Capitol Reef",11,"zzy-223@5yy-qhs-7wk","sg:575b16c5e7764aa1a9fc68c61253d37a","","","Fruita Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,38.282373,-111.248438
"814","Yosemite National Park","National Park","Yosemite",15,"zzy-224@5z7-rtb-s5z","sg:f531b88c37db4dcfac22b6a8f28cc75f","","","Wawona Hotel","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,37.53684,-119.655011
"815","Yellowstone National Park","National Park","Yellowstone",2,"zzw-222@5wf-jgj-nt9","sg:ba1bce3bd1c5435f85017521509b75dd","","","Fort Yellowstone Army Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,44.964703,-110.700321
"816","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-8tf-rzf","sg:a7dff5bf78354832bc8eb2d51742b8b6","","","Timber Creek Campground","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,40.378603,-105.852332
"817","Grand Teton National Park","National Park","Grand Teton",25,"zzw-222@5qp-t64-92k","sg:b752cd224d5c4b05a996ab1f88b049ac","zzw-222@5qp-t65-c89","sg:504cede9aaaf4b60bf73aaadea5f72d6","Hertz","SG_BRAND_f373520f32c8e017a3a42344b5706960","Hertz","Automotive Equipment Rental and Leasing","Passenger Car Rental",532111,43.598515,-110.7384
"818","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"222-222@63v-c7g-jgk","sg:7ac31ab4c2a2407db82d8bd51574d4d0","","","National Park Service","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.204698,-81.571187
"819","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzy-222@63v-c85-zs5","sg:a98d76f0ee3e46d3b7ccc9e7af7b1073","zzz-222@63v-cns-cnq","sg:3916d65e7fa4422d86cc2703ab9c4797","Countryside farmers market","","","Specialty Food Stores","Fruit and Vegetable Markets",445230,41.189332,-81.583576
